nom_estab,raz_social,nombre_actividad,codigo_postal,entidad,municipio,fecha_alta,correoelec,telefono,www, no. empleados
INTITUTO MUNICIPAL DE LA MUJER DE PUERTO VALLARTA,MUNICIPIO DE PUERTO VALLARTA ,Servicios de orientaci�n y trabajo social para la ni�ez y la juventud prestados por el sector p�blico,48340,Jalisco,Puerto Vallarta,2019-11,INSTITUTO.MUJER@PUERTOVALLARTA.GOB.MX,3222240699,,11 a 30 personas
IRENE ROBLEDO GACIA ESTANCIA INFANTIL,ASOCIACION DE ESTANCIAS INFANTILES DE JALISCO AC,Guarderías del sector privado,44360,Jalisco,Guadalajara,2010-07,GUARDERIAU1048@PRODIGY.NET.MX,3336187305,,31 a 50 personas
LA GUARDERIA DE MAMA,LA GUARDERIA DE MAMA ,Guarderías del sector privado,45130,Jalisco,Zapopan,2010-07,GUARDERIAVCU1376@HOTMAIL.COM,3311995863,,31 a 50 personas
LA VAQUITA GUARDERIA,SERVICIOS EDUCATIVOS OCOTLAN SC,Guarderías del sector privado,47910,Jalisco,La Barca,2023-11,NOM_LBK@HOTMAIL.COM,3921280360,,31 a 50 personas
LABORATORIO DE PATOLOGIA CLINICA,,Laboratorios médicos y de diagnóstico del sector privado,44180,Jalisco,Guadalajara,2010-07,LABORATORIOHST@HOTMAIL.COM,3336130679,,11 a 30 personas
LABORATORIO LABANCLI,,Laboratorios médicos y de diagnóstico del sector privado,46600,Jalisco,Ameca,2014-12,CONTACTO@LABANCLI.COM.MX,3335765168,WWW.LABANCLI.COM.MX,11 a 30 personas
LIFE CRYOBANK,LIFE CRYOBANK SC,Centros de planificaci�n familiar del sector privado,44690,Jalisco,Guadalajara,2016-10,INFO@LIFECRYOBANK.COM,3312295642,LIFECRYOBANK.COM,11 a 30 personas
LIZAOLA REHABILITACION,,Consultorios del sector privado de audiolog�a y de terapia ocupacional f�sica y del lenguaje,48312,Jalisco,Puerto Vallarta,2014-12,VALERIALIZAOLA@HOTMAIL.COM,3222247997,,11 a 30 personas
MARIA MANOS LLENAS DE AMOR,,Servicios de alimentaci�n comunitarios prestados por el sector privado,44600,Jalisco,Guadalajara,2014-12,MARIAMANOSLLENASDEAMOR@GIMAIL.COM,382500601,WWW.MARIAMANOSLLENASDEAMOR.COM.MX,11 a 30 personas
MEDFEM MEDICA FEMEDERM,MEDFEM MEDICA FEMEDERM SA DE CV,Consultorios de medicina general del sector privado,44639,Jalisco,Guadalajara,2010-07,MEDFEM@GMAIL.COM.MX,3336400733,,11 a 30 personas
MEDI FAM,GRUPO MEDFAM SA DE CV,Consultorios de medicina especializada del sector privado,44600,Jalisco,Guadalajara,2014-12,ADMINISTRACION@GRUPOMEDFAM.COM,3336160707,WWW.GRUPOMEDFAM.COM,11 a 30 personas
MEDICAL ASSISTANCE,MEDICAL ASSIS AIR AMBULANCE SA,Servicios de ambulancias,44190,Jalisco,Guadalajara,2017-11,RECEPCION.MEDIASSIES@HOTMAIL.COM,3336152154,WWW.MEDICALASSISTANCE.MX,11 a 30 personas
MI PEQUE�O ESPECIAL,MI PEQUE�O ESPECIAL AC,Centros del sector privado dedicados a la atenci�n y cuidado diurno de ancianos y discapacitados,44200,Jalisco,Guadalajara,2019-11,VERO.VAZAGU.13@GMAIL.COM,3314647426,WWW.MIPEQUENOESPECIAL.ORG.MX,31 a 50 personas
MOVIMIENTO BUENA VOLUNTAD 24 HORAS DE NEUROTICOS ANONIMOS GRUPO ZAPOPAN,MOVIMIENTO BUENA VOLUNTAD NEUROTICOS AN�NIMOS ,Agrupaciones de autoayuda para alcoh�licos y personas con otras adicciones,45160,Jalisco,Zapopan,2010-07,BUVZAPOPAN@HOTMAI.COM,3336569974,,11 a 30 personas
N. A.,NUUROTICOS ANONIMOS ASOCIACION CIVIL ,Agrupaciones de autoayuda para alcoh�licos y personas con otras adicciones,45180,Jalisco,Zapopan,2014-12,NAAC@NEUROTICOS-ANONIMOS.ORG.MX,5555126344,WWW.NEUROTICOS-ANONIMOS.ORG.MX,11 a 30 personas
NIDOS DE ESTANCIA INFNTIL,NIDOS AGAZZI AC,Guarderías del sector privado,44600,Jalisco,Guadalajara,2012-06,NIDOS_PREESCOLAR@HOTMAIL.COM,3338254529,,11 a 30 personas
NUCLEO DE DESARROLLO INFANTIL,NUCLEO DE DESARROLLO INFANTIL AC,Guarderías del sector privado,47600,Jalisco,Tepatitl�n de Morelos,2010-07,NUCLEODESAARROLLOINFANTIL@YAHOO.COM.MX,3787814313,,11 a 30 personas
O P D SERVICIO DE SALUD JALISCO,EL GOBIERNO DE ESTADO DE JALISCO ,Otros consultorios del sector p�blico para el cuidado de la salud,47000,Jalisco,San Juan de los Lagos,2010-07,CENTRODESALUDSANJUAN@HOTMAIL.COM,3957850624,,51 a 100 personas
OCCIMEDGROUP,OCCIMEDGROUP S DE RL DE CV,Consultorios de medicina general del sector privado,44600,Jalisco,Guadalajara,2014-12,RECEPCION@OCCIMEDGROUP.COM,3338250000,WWW.OCCIMEDGROUP.COM,11 a 30 personas
PEQUE�OS SENDEROS,PEQUE�OS SENDEROS SC,Guarderías del sector privado,45590,Jalisco,San Pedro Tlaquepaque,2010-07,PEQFACTURAS@HOTMAIL.COM,3319667293,,31 a 50 personas
PLAYLAND -GUARDERIA,,Guarderías del sector privado,44030,Jalisco,Zapopan,2010-07,VCUALI@YAHOO.COM.MX,3331216208,WWW.PLAYLANDGUARDERIA.COM.MX,11 a 30 personas
RECREO INFANTIL,RECREO INFANTIL SC,Guarderías del sector privado,45500,Jalisco,San Pedro Tlaquepaque,2010-07,RECREOINFANTIL@PRODIGY.NET.MX,3338384321,,31 a 50 personas
REHABILITAT,,Consultorios del sector privado de audiolog�a y de terapia ocupacional f�sica y del lenguaje,44190,Jalisco,Guadalajara,2014-12,REHABILITA.T@HOTMAIL.COM,3338110384,,11 a 30 personas
REHABILITECH,,Consultorios del sector privado de audiolog�a y de terapia ocupacional f�sica y del lenguaje,47698,Jalisco,Tepatitl�n de Morelos,2014-12,REHABILITECH.RP@GMAIL.COM,3787817006,,11 a 30 personas
SANATORIO BELEN,SANATORIO BELEN SA DE CV,Hospitales generales del sector privado,48290,Jalisco,Puerto Vallarta,2023-11,CLIN_BELEN@HOTMAIL.COM,3221742776,,11 a 30 personas
SANATORIO MEDICO QUIRUGICO DE LOS ALTOS,,Consultorios de medicina especializada del sector privado,47600,Jalisco,Tepatitl�n de Morelos,2010-07,SMQATEPA@HOTMIL.COM,3787821242,,31 a 50 personas
SANATORIO PROVIDENCIA DE TLAQUEPAQUE,,Hospitales generales del sector privado,45500,Jalisco,San Pedro Tlaquepaque,2010-07,SANATORIOPROVIDENCIA@LIVE.COM,3336395155,,11 a 30 personas
SANATORIO SAN JUAN DE DIOS,SAN JUAN DE DIOS SERVICIO DE SALUD AC,Hospitales psiqui�tricos y para el tratamiento por adicci�n del sector privado,45150,Jalisco,Zapopan,2010-07,JCT.ZAPOPAN@OHSJD.ORG.MX,3336332777,,101 a 250 personas
SANATORIO SANTA MA DE GUADALUPE,,Hospitales del sector privado de otras especialidades m�dicas,44440,Jalisco,Guadalajara,2010-07,SANATORIOMAGPE@HOTMAIL.COM,3338123289,,11 a 30 personas
SANTO DOMINGO LABORATORIO CLINICO E IMAGENOLOGIA,LSD DIAGNOSTICO DE ANALISIS CLINICOS SA DE CV,Laboratorios médicos y de diagnóstico del sector privado,48328,Jalisco,Puerto Vallarta,2019-11,ADMINISTRACION.IRAPUATO@LASBOD.COM,3222242515,WWW.LABOSD.COM,11 a 30 personas
SERVICIO MEDICO MUNICIPALES,H. AYUNTAMIENTO MUNICIPAL DE CHAPALA ,Hospitales generales del sector p�blico,45900,Jalisco,Chapala,2010-07,CMCHAPALA@GMAIL.COM,3767655421,,31 a 50 personas
SERVICIOS HOSPITALARIOS DEL ROSARIO,SERVICIOS HOSPITALARIOS DEL ROSARIO SA DE CV,Consultorios de medicina general del sector privado,45404,Jalisco,Tonal�,2011-03,DOCTORTITO@LIVE.COM.MX,3336028677,,11 a 30 personas
SERVICIOS MEDICOS MUNICIPALES,MUNICIPIO DE PUERTO VALLARTA ,Consultorios de medicina general del sector p�blico,48320,Jalisco,Puerto Vallarta,2014-12,SMMVALLARTA@HOTMAIL.COM,3222240074,,11 a 30 personas
SERVICIOS MEDICOS MUNICIPALES DE TONALA CRUZ VERDE PRESBITERO RAFAEL GONZALEZ,SERVICIOS MEDICOS MUNICIPALES DE TONALA ,Clínicas de consultorios médicos del sector p�blico,45400,Jalisco,Tonal�,2016-01,CRUZVERDETONALA@HOTMAIL.COM,3335866222,,101 a 250 personas
SISTEMA DE DESARROLLO INTEGRAL DE LA FAMILIA DIF PIHUAMO,H AYUNTAMIENTO DE PIHUAMO JAL ,Otros servicios de orientaci�n y trabajo social prestados por el sector p�blico,49870,Jalisco,Pihuamo,2010-07,DIFMUNICIPALPIHUAMO@HOTMAIL.COM,3123961473,,11 a 30 personas
SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILA ,Servicios de orientaci�n y trabajo social para la ni�ez y la juventud prestados por el sector p�blico,48400,Jalisco,Cabo Corrientes,2010-07,DIF.CABOCORRIENTES@RE.JALISCO-GOB.MX,3222690130,,11 a 30 personas
SITEMA DIF DEL MUNICIPIO DE GUADALAJARA,SISTEMA DIF DEL MUNICIPIO DE GUADALAJARA ,Servicios de orientaci�n y trabajo social para la ni�ez y la juventud prestados por el sector p�blico,44250,Jalisco,Guadalajara,2010-07,CDC8@DIFGDL.GOB.MX,3312024861,,11 a 30 personas
SUEÑOSY ESPERANZAS,SUEÑOS Y ESPERANZAS AC,Orfanatos y otras residencias de asistencia social del sector privado,45017,Jalisco,Zapopan,2019-11,ASISTENTE@SUENOSYESPERANZAS.ORG,3322541035,WWW.SUENOSYESPERANZAS.ORG,31 a 50 personas
TODO PARA SUS PIES,SKY FEET SA DE CV,Otros consultorios del sector privado para el cuidado de la salud,45160,Jalisco,Zapopan,2010-07,PATRIA@TODOPARASUSPIES.COM,3338215188,WWW.TODOPARASUSPIES.COM,11 a 30 personas
TRAVIESOS EN ACCION,TRAVIESOS EN ACCION ,Guarderías del sector privado,45685,Jalisco,El Salto,2010-07,TRAVIESOSENACCION@HOTMAIL.COM,36881394,,31 a 50 personas
UN NUEVO DESTINO EN MI VIDA,UN NUEVO DESTINO EN MI VIDA AC,Agrupaciones de autoayuda para alcoh�licos y personas con otras adicciones,49000,Jalisco,Zapotl�n el Grande,2014-12,FAPEREZ66@HOTMAIL.COM,3414124310,,11 a 30 personas
UNIDAD DE ALERGIA ASMA E INMUNOLOG�A CLINICA,ADMINISTRACION INTEGRAL DE RECURSIOS PARA LA SALUD SA DE CV,Consultorios de medicina especializada del sector privado,44600,Jalisco,Guadalajara,2014-12,AIRSALUDFABIOLA@GMAIL.COM,3336152826,WWW.UNIDADDEALERGIA.COM.MX,11 a 30 personas
UNIDAD DE MEDICINA FAMILIAR 168,INSTITUTO MEXICANO DEL SEGURO SOCIAL ,Clínicas de consultorios médicos del sector p�blico,47600,Jalisco,Tepatitl�n de Morelos,2010-07,FRANCISCO.MENDOZA@IMSS.GOB.MX,3787155301,,101 a 250 personas
UNIDAD DE MEDICINA FAMILIAR 48,INSTITUTO MEXICANO DEL SEGURO SOCIAL ,Clínicas de consultorios médicos del sector p�blico,44716,Jalisco,Guadalajara,2014-12,ROBERTO.RODRIGUEZM@IMSS.GOB.MX,3336554434,,251 y más personas
UNIDAD DE MEDICINA FAMILIAR 52,INSTITUTO MEXICANO DEL SEGURO SOCIAL ,Clínicas de consultorios médicos del sector p�blico,44430,Jalisco,Guadalajara,2010-07,UMF52@IMSS.GOB.MX,3339420023,,51 a 100 personas
UNIDAD DE MEDICINA FAMILIAR 79,INSTITUTO MEXICANO DEL SEGURO SOCIAL ,Clínicas de consultorios médicos del sector p�blico,44200,Jalisco,Guadalajara,2016-01,HECTOR.MEZAC@IMSS.GOB.MX,3336141922,,51 a 100 personas
UNIDAD DE REHABILITACION DIF,UNIDAD DE REHABILITACI�N DIF ,Consultorios del sector p�blico de audiolog�a y de terapia ocupacional f�sica y del lenguaje,47600,Jalisco,Tepatitl�n de Morelos,2010-07,URR_DIFTEPA@HOTMAIL.COM,3787827960,,11 a 30 personas
UNIDAD DE SERVICIOS MEDICOS,GOBIERNO MUNICIPAL DE PONCITLAN ,Consultorios de medicina general del sector p�blico,45950,Jalisco,Poncitl�n,2010-07,SERVICIOSMEDICOSMP@HOTMAIL.COM,3919213383,,31 a 50 personas
UNIDAD ESPECIALIZADA PARA LA ATENCION OBSTETRICA Y NEONATAL,SERVICIOS DE SALUD JALISCO ,Hospitales generales del sector p�blico,44300,Jalisco,Guadalajara,2010-07,HOSPITALDELAMUJER_REPORTES@HOTMAIL.COM,3331681855,,101 a 250 personas
UNIDAD REGIONAL DE REHABILITACION,DIF ,Consultorios del sector p�blico de audiolog�a y de terapia ocupacional f�sica y del lenguaje,47400,Jalisco,Lagos de Moreno,2010-07,URR@LDM.GOB.MX,4747428818,,11 a 30 personas
ALCOHOLICOS ANONIMOS GRUPO EMPEZAMOS A VIVIR,CORPORACION DE SERVICIOS TRADICIONALES DE ALCOHOLICOS ANONIMOS AC,Agrupaciones de autoayuda para alcoh�licos y personas con otras adicciones,52900,México,Atizap�n de Zaragoza,2014-12,CONTACTO@AA.ORG.MX,8008214222,AA.ORG.MX,11 a 30 personas
ALCOHOLICOS AN�NIMOS SECCI�N MÉXICO �REA TEXCOCO GRUPOS TRADICIONALES DE HORA Y MEDIA,ALCOH�LICOS ANONIMOS SECCION MEXICO AC,Agrupaciones de autoayuda para alcoh�licos y personas con otras adicciones,56364,México,Chimalhuac�n,2014-12,CONTACTO@AA.ORG.MX,5558538651,ALCOHOLICOSANONIMOSECCIONMEXICO.COM.MX,11 a 30 personas
ALDEAS INFANTILES SOS MEXICO,ALDEAS INFANTILES SOS MEXICO IAP,Orfanatos y otras residencias de asistencia social del sector privado,54680,México,Huehuetoca,2010-07,ISRAEL.GARCIA@ALDEASINFANTILES.ORG.MX,5515377317,,11 a 30 personas
ASOCIACION DE MEDICOS,ASOCIACION DE MEDICOS TRABAJANDO CON EL CORAZON AC,Consultorios de medicina general del sector privado,54000,México,Tlalnepantla de Baz,2019-11,ASOSIASIONDEMEXICO2018@HOTMAIL.COM,5522835336,,11 a 30 personas
BEGUSA ESPECIALIDADES MEDICAS,BEGUSA ESPECIALIDADES MEDICAS AC,Hospitales del sector privado de otras especialidades m�dicas,54473,México,Nicol�s Romero,2010-07,CLINICA_BG@HOTMAIL.COM,5514798492,,51 a 100 personas
C .S U SAN FRANCISCO CUATLALPAN,C. S U SAN FRANCISCO CUATLALPAN ,Consultorios de medicina general del sector p�blico,53569,México,Naucalpan de Ju�rez,2014-12,SANFRANCISCOCOAUTLAPAN@HOTMAIL.COM,5553587639,,11 a 30 personas
C.A.P.A. CENTRO NUEVA VIDA SAN MATEO OTZACATIPAN,SECRETARIA DE SALUD DEL ESTADO DE MEXICO ,Otros servicios de orientaci�n y trabajo social prestados por el sector p�blico,50016,México,Toluca,2019-11,CAPASANMATEO@GMAIL.COM,7225433282,,11 a 30 personas
CAPTE HOGAR,CAPTE HOGAR AC,Asilos y otras residencias del sector privado para el cuidado de ancianos,52172,México,Metepec,2019-11,INFO@CAPTEHOGAR.COM.MX,7224988419,WWW.CAPTEHOGAR.COM.MX,11 a 30 personas
CASA CLUB DEL MAESTRO JUBILADO,CASA CLUB DEL MAESTRO JUBILADO ,Centros del sector privado dedicados a la atenci�n y cuidado diurno de ancianos y discapacitados,54160,México,Tlalnepantla de Baz,2014-12,CASACLUB36@HOTMAIL.COM,5563031749,,11 a 30 personas
CASA DE APOYO PARA LAS ADICCIONES,CASA DE APOYO PARA LAS ADICCIONES ,Residencias del sector privado para el cuidado de personas con problemas de trastorno mental y adicci�n,54840,México,Cuautitl�n,2021-05,NORMAHO@LIVE.COM,5510697411,,11 a 30 personas
CASA DE DESCANSO PARA ADULTOS MAYORES LAS ELODIAS,CASA DE DESCANSO LAS ELODIAS AC,Asilos y otras residencias del sector privado para el cuidado de ancianos,54770,México,Teoloyucan,2014-12,ASILOLASELODIAS@HOTMAIL.COM,5514702257,WWW.ASILOLASELODIAS.COM.MX,11 a 30 personas
CASA DE DIA PARA EL ADULTO MAYOR METROPOLITANA,CASA DE D�A PARA EL ADULTO MAYOR DIF NEZAHUALC�YOTL ,Centros del sector p�blico dedicados a la atenci�n y cuidado diurno de ancianos y discapacitados,57740,México,Nezahualc�yotl,2014-12,SILVY02@HOTMAIL.COM,5524812522,,11 a 30 personas
CASA HOGAR SAN JOSE,ASOCIACION DE AYUDA PARA LAS HERMANITAS DE LOS ANCIANOS DESAMPARADOS AC,Asilos y otras residencias del sector privado para el cuidado de ancianos,56625,México,Chalco,2016-01,HTAS_CHALCO@HOTMAIL.ES,5522367053,,11 a 30 personas
CASASISTENCIA,CASASISTENCIA ,Orfanatos y otras residencias de asistencia social del sector privado,52966,México,Atizap�n de Zaragoza,2010-07,CASASISTENCIA-IAP@HOTMAIL.COM,5528163124,,11 a 30 personas
CECATI NUMERO 196,SECRETARÍA DE EDUCACI�N P�BLICA ,Servicios de capacitaci�n para el trabajo prestados por el sector p�blico para personas desempleadas subempleadas o discapacitadas,56617,México,Valle de Chalco Solidaridad,2010-07,CECATI196.DIR@DGCFT.SEMS.GOB.MX,5559710040,WWW.DGCFT.SEMS.GOB.MX,31 a 50 personas
CEFAMI CENTRO DE FERTILIDAD Y ATENCION MATERNO INFANTIL,CENTRO DE ATENCION EN SALUD MEDICA INTEGRAL ESPECIALIZADA SC,Consultorios de medicina especializada del sector privado,50120,México,Toluca,2014-12,CONTACTO@CEFAMI.COM,7223966822,WWW.CEFAMI.COM,11 a 30 personas
CENTRAL MEDICA COACALCO,CENTRAL MEDICA COCALCO SA DE CV,Hospitales del sector privado de otras especialidades m�dicas,55713,México,Coacalco de Berrioz�bal,2010-07,DIRMED.COACALCO@HOSPITALESPOLANCO.COM.MX,5526003066,,51 a 100 personas
CENTRO AMBULATORIO DE ATENCIÓN Y PREVENCION DEL SIDA E INFECCIONES DE TRANSMICION SEXUAL,UNEME CAPASITS TOLUCA / ISEM ,Servicios de orientaci�n y trabajo social para la ni�ez y la juventud prestados por el sector p�blico,50010,México,Toluca,2010-07,CAPACITSTOLUCA@GMAIL.COM,7222365011,,31 a 50 personas
CENTRO DE APRENDIZAJE MOUNT ROSE,CENTRO DE APRENDIZAJE MOUNT ROSE SC,Residencias del sector privado para el cuidado de personas con problemas de retardo mental,52177,México,Metepec,2010-07,MOUNTROSE1@HOTMAIL.COM,7225818141,WWW.MOUNTROSE.COM.MX,11 a 30 personas
CENTRO DE CAPACITACION PARA EL TRABAJO INDUSTRIAL N 115 CCT 15DBT005F,GOBIERNO DEL ESTADO DE MEXICO ,Servicios de capacitaci�n para el trabajo prestados por el sector p�blico para personas desempleadas subempleadas o discapacitadas,50280,México,Toluca,2010-07,CECATI115.DIR@DGCFT.SEMS.GOB.MX,7222751557,,31 a 50 personas
CENTRO DE DESARROLLO INFANTIL 5,SEIEM ,Guarderías del sector p�blico,55710,México,Coacalco de Berrioz�bal,2010-07,DDIOOO6G@DEE.EDU.MX,5558798261,,51 a 100 personas
CENTRO DE ESPECIALIDAD EN ATENCIÓN PRIMARIA A LA SALUD SOYANIQUILPAN,INSTITUTO DE SALUD DEL ESTADO DE MEXICO ,Clínicas de consultorios médicos del sector p�blico,54280,México,Soyaniquilpan de Ju�rez,2010-07,CEAPSSOYANIQUILPAN@HOTMAIL.COM,7617353313,,31 a 50 personas
CENTRO DE ESPECIALIDADES COACALCO,,Consultorios de medicina general del sector privado,55710,México,Coacalco de Berrioz�bal,2010-07,ADM.-CEMC@HOTMAIL.COM,5558987270,WWW.HOSPITALCEMC.COM,31 a 50 personas
CENTRO DE SALUD JORGE JIMENES CANTU,INSTITUTO DE SALUD DEL ESTADO DE MÉXICO ,Clínicas de consultorios médicos del sector p�blico,54190,México,Tlalnepantla de Baz,2010-07,JJCTLALNE@HOTMAIL.COM,5558296332,,51 a 100 personas
CENTRO DE SALUD SAN JUAN IXHUATEPEC,CENTRO DE SALUD ,Clínicas de consultorios médicos del sector p�blico,54180,México,Tlalnepantla de Baz,2010-07,SANJUANICOTLALNE@HOTMAIL.COM,5557155637,,51 a 100 personas
CENTRO DE SALUD SAN RAFAEL,GOBIERNO DEL EDO ,Clínicas de consultorios médicos del sector p�blico,55719,México,Coacalco de Berrioz�bal,2010-07,CENTRODESALUDSANRAFAEL@HOTMAIL.COM,5558918315,,51 a 100 personas
CENTRO DE SALUD URBANO ACAMBAY,INSTITUTO DE SALUD DELGOBIERNO DEL ESTADO DE MEXICO ,Clínicas de consultorios médicos del sector p�blico,50300,México,Acambay de Ru�z Casta�eda,2010-07,CSUACAMBAY@HOTMAIL.COM,7181270186,,31 a 50 personas
CENTRO DE SALUD URBANO DOCTOR ERNESTO GONZALEZ MERCADO,INSTITUTO DE SALUD DEL ESTADO DE MÉXICO ,Clínicas de consultorios médicos del sector p�blico,50455,México,Atlacomulco,2010-07,CSUATLACOMULCO@HOTMAIL.COM,7121204724,,31 a 50 personas
CENTRO DE SALUD URBANO EDO DE MEXICO,SSA GOBIERNO ,Clínicas de consultorios médicos del sector p�blico,57210,México,Nezahualc�yotl,2010-07,C.S.U.ESTADODEMEXICO@GMAIL.COM,5557356883,,51 a 100 personas
CENTRO DE SALUD URBANO EMILIANO ZAPATA,INSTITUTO DE SALUD DEL ESTADO DE MÉXICO ,Clínicas de consultorios médicos del sector p�blico,56400,México,La Paz,2010-07,CSUZAPATA@HOTMAIL.COM,5558583617,,51 a 100 personas
CENTRO DE SALUD URBANO HIGUERA,SECRETARÍA DE SALUD 15129150013619955 ,Otros consultorios del sector p�blico para el cuidado de la salud,52940,México,Atizap�n de Zaragoza,2010-07,HIGUERACMS_11@YAHOO.COM.MX,5558227718,,31 a 50 personas
CENTRO DE SALUD URBANO OLIMPIADA 68,INSTITUTO DE SALUD DEL ESTADO DE MÉXICO ,Consultorios de medicina general del sector p�blico,53670,México,Naucalpan de Ju�rez,2010-07,ISEM.JSNAUCALPAN@EDOMEX.COM.MX,5553025035,SALUD.EDOMEX.GOB,31 a 50 personas
CENTRO DE SALUD URBANO TENANCINGO,ISEM ,Clínicas de consultorios médicos del sector p�blico,52400,México,Tenancingo,2010-07,JUR08_TENANCINGO@OUTLOOK.COM,7141420041,,51 a 100 personas
CENTRO EDUCATIVO INTEGRAL DEL TRANSTORNO DEL ESPECTRO AUTISTA,CENTRO EDUCATIVO INTEGRAL DEL TRANSTORNO DEL ESPECTRO AUTISTA ,Centros del sector privado dedicados a la atenci�n y cuidado diurno de ancianos y discapacitados,50150,México,Toluca,2019-11,CEITEA@HOTMAIL.COM,7225104529,,11 a 30 personas
CENTRO ESPECIALIZADO DE ATENCION PRIMARIA A LA SALUD TEPETLAOXTOC,GOBIERNO DEL ESTADO DE MEXICO ,Clínicas de consultorios médicos del sector p�blico,56070,México,Tepetlaoxtoc,2010-07,CEAPSTEPETLAOXTOC@HOTMAIL.COM,5959230932,,31 a 50 personas
CENTRO ESPECIALIZADO EN ATENCION PRIMARIA A LA SALUD CEAPS,ISEM INSTITUTO DE SALUD DEL EDO ,Hospitales generales del sector p�blico,54350,México,Chapa de Mota,2010-07,CEAPSCAHAPA@HOTMAIL.COM,5889135062,,51 a 100 personas
CENTRO ESPECIALIZADO EN ATENCION PRIMARIA A LA SALUD CEAPS SANTA ELENA,INSTITUTO DE SALUD DEL ESTADO DE MÉXICO ,Clínicas de consultorios médicos del sector p�blico,56363,México,Chimalhuac�n,2014-12,LOURDESCERRILLO@YAHOO.COM.MX,5521261222,,31 a 50 personas
CENTRO ESPECIALIZADO EN ATENCIÓN PRIMARIA A LA SALUD SAN MIGUEL CHAPULTEPEC BICENTENARIO,ISEM ,Consultorios de medicina general del sector p�blico,52240,México,Chapultepec,2014-12,CEAPSCHAPULTEPEC@HOTMAIL.COM,7222633487,,31 a 50 personas
CENTRO MÉDICO ADOLFO LOPEZ MATEOS,INSTITUTO DE SALUD DEL ESTADO DE MÉXICO ,Hospitales generales del sector p�blico,50010,México,Toluca,2010-07,ISEM.CMALMDIR@GMAIL.COM,7222760860,,251 y más personas
CENTRO MEDICO LAS FUENTES,GRUPO MEDICONESVA VE ,Clínicas de consultorios médicos del sector privado,55040,México,Ecatepec de Morelos,2019-11,CMLASFUENTES@GMAIL.COM,5550409530,,11 a 30 personas
CENTROS DE INTEGRACION JUVENIL,CENTROS DE INTEGRACION JUVENIL AC,Hospitales psiqui�tricos y para el tratamiento por adicci�n del sector privado,53410,México,Naucalpan de Ju�rez,2012-06,UINAUCALPAN@CIJ.GOB.MX,5553731841,WWW.CIJ.GOB.MX,11 a 30 personas
CENTROS DE INTEGRACI�N JUVENIL TEXCOCO,CENTROS DE INTEGRACI�N JUVENIL AC,Servicios de orientaci�n y trabajo social para la ni�ez y la juventud prestados por el sector p�blico,56170,México,Texcoco,2010-07,CIJTEXCOCO@CIJ.GOB.MX,5959557477,WWW.CIJ.GOB.MX,11 a 30 personas
CETTAD,CENTRO ESPECIALIZADO EN EL TRATAMIENTO DE LOS TRASTORNOS ANSIOSOS DEPRESIVOS Y DE LA PERSONALIDAD SC,Consultorios de medicina especializada del sector privado,53140,México,Naucalpan de Ju�rez,2010-07,CITAS@CETTAD.MX,5549443849,WWW.CETTAD.MX,11 a 30 personas
CIG MEDICA,,Consultorios de medicina general del sector privado,54050,México,Tlalnepantla de Baz,2010-07,HOLA@CIGMEDICA.COM,5553626008,,11 a 30 personas
CLINICA ALFA MEDIC,CLÍNICA ALFA MEDIC ,Clínicas de consultorios médicos del sector privado,52948,México,Atizap�n de Zaragoza,2014-12,JOVE1375@GMAIL.COM,5563940675,,11 a 30 personas
CLINICA ATLACOMULCO,CLINICA ATLACOMULCO SA DE CV,Hospitales generales del sector privado,50450,México,Atlacomulco,2010-07,CLINICIAATLACMULCO@HOTMAIL.COM,7121220021,,11 a 30 personas
CLINICA DE CONSULTA EXTERNA ISSEMYM CHALCO,GOBIERNO DEL ESTADO DE MÉXICO ,Clínicas de consultorios médicos del sector p�blico,56600,México,Chalco,2014-12,CHALQUITO16@YAHOO.COM.MX,5513146118,,51 a 100 personas
CLÍNICA DE CONSULTA EXTERNA ISSEMYM JIQUIPILCO,GOBIERNO DEL ESTADO DE MÉXICO ,Hospitales generales del sector p�blico,50800,México,Jiquipilco,2010-07,ISSEMYM_JIQUIPILCO@YAHOO.COM.MX,7121114229,,11 a 30 personas
CLINICA DE ESPECIALIDADES MEDICAS EL SAGRADO CORAZON,SOCIEDAD QUE BUSCA TU SALUD SC,Clínicas de consultorios médicos del sector privado,54957,México,Tultitl�n,2010-07,BREELIV@HOTMAIL.COM,5534327338,CLINICADELSAGRADOCORAZONTULTITLAN.COM,11 a 30 personas
CLINICA DE ESPECIALIDADES MUGUERSI,CLINICA DE ESPECIALIDADES MUGUERSI SC,Hospitales del sector privado de otras especialidades m�dicas,57740,México,Nezahualc�yotl,2012-06,MUGERSI_SC@HOTMAIL.COM,5557978015,,11 a 30 personas
CLINICA DE MATERNIDAD SANTA MARIA,,Hospitales del sector privado de otras especialidades m�dicas,56490,México,La Paz,2010-07,CMS_RECEPCION1@HOTMAIL.COM,5558558693,,11 a 30 personas
CLINICA DE PARIS EN TOLUCA,CLINICA DE PARIS EN TOLUCA SOCIEDAD CIVIL ,Consultorios de medicina general del sector privado,50040,México,Toluca,2014-12,CLINICA_PARIS@YAHO.COM.MX,7222158235,,11 a 30 personas
